지명,평점,상세설명,mapy,mapx,이미지링크,주소,카테고리
Hyochang Park,4.2,City park & former royal cemetery,37.5450482,126.9603142,https://lh3.googleusercontent.com/-aNV3WAgl2Mc/W0MufpdYFgI/AAAAAAAAcEQ/8u3iKvmrEX0LjwrUy6imfLV-kNc4X1CigCLIBGAYYCw/w464-h260-n-k-no/,"177-18 Hyochangwon-ro, Hyochang-dong, Yongsan-gu, Seoul, South Korea",Outdoors Kind-friendly Nightview
Ichon Hangang Riverside Park,4.3,Park,37.5159703,126.9758314,https://lh4.googleusercontent.com/-97a9pIqy-fg/XZdYlROC8II/AAAAAAAAnxM/mFG8mA5w0WgEv2SmqBAxgkGaPO9xq7m-QCLIBGAYYCw/w464-h260-n-k-no/,"62 Ichon-ro 72-gil, Ichon-dong, Yongsan-gu, Seoul, South Korea",Outdoors Nightview
North Seoul Dream Forest,4.5,Sprawling park with trails & art center,37.6214313,127.0406246,https://lh5.googleusercontent.com/-fgznBtNepmI/WJlQ8cTSjDI/AAAAAAAAAF4/RSt8fEK6ooM2dhKu_-BOaR787RUlC9vjgCLIB/w464-h260-n-k-no/,"173 Wolgye-ro, Beon-dong, Gangbuk-gu, Seoul, South Korea",Outdoors Kind-friendly
동대문성곽공원,4.4,Park,37.5719236,127.0090775,https://lh4.googleusercontent.com/-BKRLtTMvN5E/XU_cWRSqTGI/AAAAAAABS5M/tL5754eQjKYyYeA0i1x9AgjkhO8jOqP6gCLIBGAYYCw/w464-h260-n-k-no/,"70 Jongno 6(yuk)-ga, Jongno-gu, Seoul, South Korea",Outdoors
Waryong Park,4.3,Park,37.5905876,126.9906065,https://t1.gstatic.com/images?q=tbn:ANd9GcR_qM5O4xaWjTDgwiCDYLQtKVZDxmRthRqt00T9fzCVjZwQBrF6zdq_vrGeqWqQ1sgrnln6fIm26IWp5w,"192 Waryonggongwon-gil, Myeongnyun 3(sam)ga-dong, Jongno-gu, Seoul, South Korea",Outdoors
Seoul Forest,4.5,"Huge, tree-filled park with a lake",37.5443878,127.0374424,https://lh5.googleusercontent.com/proxy/KL9Azz3-v7Exflb717Kn7ueaOfLOYmWr_pjK4EJ2qqFJfphutMdmD4a9_LvfNrUrKETBZgZ9ZbeKyqo71GfsYBw_vETsI7JiAbjfpPujfoQny2Wr9vmxFYnNzxCnKJd26Lhq5101H-KKPc3mhH45pkBfobU=w464-h260-n-k-no,"273 Ttukseom-ro, Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, South Korea",Outdoors Kind-friendly
Achasan,4.3,Peak with city views & easy hiking trail,37.5715087,127.1037627,https://lh5.googleusercontent.com/proxy/Kz4mHGBZ5QNRxMUVbvTqkLIjzLBlxX7217FrNySk6X7V7b26gh1pawsFgOUdrEM_YaOsboeMVaZAeKst-ZlF8wSOSBPtufMEQQLTBGZ89CYdu6-DA98J6d7VAnrL4WQDjTBK5IhZPTjMcMzFnpSPx44d0pVPFbatcpg=w464-h260-n-k-no,"Achasan, Gyomun 1(il)-dong, Guri-si",Outdoors History Kind-friendly
Gwangnaru Hangang Park,4.1,Park,37.5487859,127.1200384,https://lh4.googleusercontent.com/-pNKNWQrKXJ8/WVhEvHnxMaI/AAAAAAAARfA/N3LRaQcggYEVr03N2nD4aKnM8QZoMkrnQCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, 서울특별시 강동구 선사로 83-66 (암사동)",Outdoors Nightview
Seoripul Park,4.3,Park,37.4906,126.9997196,https://lh3.googleusercontent.com/-SbGVNjhCWcI/Wu5Ujxr9oyI/AAAAAAAAsUA/-YtI7U0TWMA1yo5KaYHlr5LamY_6ZhSxACLIBGAYYCw/w464-h260-n-k-no/,"165 Bangbae-dong, Seocho-gu, Seoul, South Korea",Outdoors
Yongma Waterfall Park,4.4,"Park, climbing, and rock climbing",37.575593,127.088587,https://lh5.googleusercontent.com/-nTcBXd7fLls/XSlOHLtc-fI/AAAAAAAABbc/GLLRw1aCpHY-CkkoFBv2iDZlxP7VKeNZwCLIBGAYYCw/w464-h260-n-k-no/,"Myeonmok 4(sa)-dong, Seoul, South Korea",Outdoors
Anyang Art Park,4.1,Park and art,37.4188889,126.9202778,https://lh3.googleusercontent.com/-X0XZpirnxZg/XUpt3NgxhYI/AAAAAAAAVAI/p8uSifE8-uY4_Ue3B37MOA1mfMvfmd_ZwCLIBGAYYCw/w464-h260-n-k-no/,"240-18 Seoksu-dong, Manan-gu, Anyang, Gyeonggi-do, South Korea",Outdoors
Jamsil Hangang Park,4.4,Park and beach volleyball,37.5179593,127.081933,https://t1.gstatic.com/images?q=tbn:ANd9GcTsKkq8JDeL2XZeDl4JokldAgLCQBF8khCY4gqH1e3cXXHy_8LqmGuFXb4YUhz667To6TNsSHdxnBlWfA,"65 Hangaram-ro, Jamsil 2(i)-dong, Songpa-gu, Seoul, South Korea",Outdoors Nightview
Yeonjudae,4.5,Mountaineering,37.4447771,126.964654,https://lh6.googleusercontent.com/-jrZGFtYF8oo/XawXoY0mXFI/AAAAAAAAAN8/5NvbG3UQj4c1wuzDvcUzCs5yJOnE7JwdwCLIBGAYYCw/w464-h260-n-k-no/,"62 Jahadong-gil, Jungang-dong, Gwacheon-si, Gyeonggi-do, South Korea",Outdoors
산들소리 수목원,3.8,Arboretum,37.6505573,127.1011574,https://lh4.googleusercontent.com/-6CwhaFasRUo/WhQkoeuytII/AAAAAAAAAB0/OefJOfifG3cQVbD8CJo8XVZZwJU_Mt3FQCLIBGAYYCw/w464-h260-n-k-no/,"48-31 Buramsan-ro 59beon-gil, Byeollae-dong, Namyangju-si, Gyeonggi-do, South Korea",Outdoors
Incheon Grand Park,4.4,Autumn leaf color and park,37.456711,126.757911,https://lh4.googleusercontent.com/-oO2RvYxHleU/XQze6piPe-I/AAAAAAAADMA/gHHW9IPRy1oiOwKcBRgt0mMLW-4IDl6SwCLIBGAYYCw/w464-h260-n-k-no/,"산180 Jangsu-dong, Namdong-gu, Incheon, South Korea",Outdoors
Seoul Battleship Park,4.2,Park,37.55362969999999,126.8972943,https://lh6.googleusercontent.com/-TATc2vpDqmE/Wq-CUPGecxI/AAAAAAAAAOQ/PlOi-8FiOFgAQSFLx26u6om-XplpdbZAQCLIBGAYYCw/w464-h260-n-k-no/,"Maponaru-gil, Mangwon 1(il)-dong, Mapo-gu, Seoul, South Korea",Outdoors
Gwangmyeong Cave,4.2,Cave,37.4264944,126.8664843,https://lh6.googleusercontent.com/-D7vDRakPjj8/XcbPZsreqsI/AAAAAAACQb8/Lrei693tMvQQ6po2OsiCaB8guSu_UUC_wCLIBGAYYCw/w464-h260-n-k-no/,"142 Gahak-ro 85(palsibo)beon-gil, Hagon-dong, Gwangmyeong-si, Gyeonggi-do, South Korea",Outdoors
부천자연생태박물관,4.3,Park,37.504817,126.81657,https://lh6.googleusercontent.com/-RuXWzkbBJyk/Xd-_Er4KtwI/AAAAAAAAIFc/CRtZA5yQwYAds7weNVCCQh0etau4xIo7wCLIBGAYYCw/w464-h260-n-k-no/,"660 Gilju-ro, Chunui-dong, Bucheon-si, Gyeonggi-do, South Korea",Outdoors History
쥬라리움 일산점,3.7,Zoo and walrus,37.689879,126.854645,https://lh5.googleusercontent.com/-w0jH-0aeSiI/XGwLcsx7FrI/AAAAAAAAL70/S4PGkNKLbykSP4KoELSdnyfr82dPcQw7ACLIBGAYYCw/w464-h260-n-k-no/,"290 Gwansan-dong, Deokyang-gu, Goyang-si, Gyeonggi-do, South Korea",Outdoors
Yangjaecheon,4.6,"River, autumn leaf color, and park",37.4702778,127.0308333,https://lh3.googleusercontent.com/proxy/UPmQ449t4VJVxOG_vfKJvKgsFJMF-pSqzxGJZ44R7TkOjiLXmgNj_Osjvu0WRtnYPJRKwJsJfYXBbdz5-OP_mbOQ4Zt5_3PRDrVraudUtp8u4dxYSRNVuEhGmMX8wiefodE0bmEDwpto-yQwBdYaZcgUSg8kvyM55ts=w464-h260-n-k-no,"Yangjaecheon, Yangjae 1(il)-dong, Seoul",Outdoors
Yongdo Arboretum,3.7,Garden,37.4191319,126.8265008,https://lh4.googleusercontent.com/-wsLzM9KKkk0/XWo2JCJX_vI/AAAAAAAAFZM/Mw-8aKCOOtkC8Bh2DbinfzyuyllFjsvMgCLIBGAYYCw/w464-h260-n-k-no/,"32 Batdwi-gil, Maehwa-dong, Siheung-si, Gyeonggi-do, South Korea",Outdoors
Eungbongsan (Seoul),4.4,"Mountain, park, rock climbing, and climbing",37.5481769,127.0298261,https://t0.gstatic.com/images?q=tbn:ANd9GcTZNiqQzym1wBf2ZnOBE2e5xVkLp898Z9Yh2lYGXvs3wNAOCx1ubdAFa8qY_r67o3pcDZp1tDSwPHJ09w,"Eungbongsan (Seoul), Eungbong-dong, Seoul",Outdoors Art&Culture
Suraksan,4.3,Scenic peak with temples & waterfalls,37.696493,127.0822334,https://lh6.googleusercontent.com/proxy/1R5hFIa3sBjItW3FaNcKvyjRg5vq-Dc60EZN6azgJngDwl2pRWEmubmsLdDLND-cuh-f7MSzyTsl34bq5GbE4zn7-0zURdZwzBA9oCeqw0h8bgefv-AY3I0f2RQwhSSZgT8NcBGSla1qrt-r1QI13WfonNWWD59pK3I=w464-h260-n-k-no,"Suraksan, Byeollae-myeon, Namyangju-si",Outdoors Kind-friendly
Yanghwa Bridge,4.2,Park,37.543675,126.904366,https://t3.gstatic.com/images?q=tbn:ANd9GcSRUa2B_vWySR96FmuvJjzjbrxSkKnz_nqY0O2bM_14fTXujnMdXakIIXbfUc499rn0GJbKWROMoVj_Mg,"Dangsan-dong, Yeongdeungpo-gu, Seoul, South Korea",Outdoors Nightview
Banpo Bridge,4.3,Two-level bridge & rainbow water feature,37.5156865,126.9960697,https://lh4.googleusercontent.com/proxy/TVUuJaIEEjqDQfU2D_VxBtgNEgXxqPK4lcs-rToTlmaA0KqR9zDdOjtjlAcVVuIwopEK8gBABSEpZqKtncL46B0qJzhrS_peNvqY_xL5sox2zPIUeGaRpK4tMxjZDoWgEJBF8LXuhE8ihNZOFdX4E9WZ69A=w464-h260-n-k-no,"Banpo 2(i)-dong, Seoul, South Korea",Outdoors Kind-friendly Nightview
Yanghwa Hangang Riverside Park,4.3,Riverside green space with a bike path,37.5383005,126.902265,https://lh5.googleusercontent.com/-0eY-sjW04U8/XWFx0cVtrzI/AAAAAAAAqUw/1AYXUeWaOpEJhKqzxsquINOyfEGHurIfgCLIBGAYYCw/w464-h260-n-k-no/,"221 Nodeul-ro, Dangsan 2(i)-dong, Yeongdeungpo-gu, Seoul, South Korea",Outdoors Nightview
Maebong Mountain Park,4.4,Park,37.5443195,127.0074453,https://lh6.googleusercontent.com/--lJEfnscG0g/WeRk7IrRmmI/AAAAAAAAST8/ulONlA0BYi8AUZ0Cwfj4J-fy6PAHwMbVgCLIBGAYYCw/w464-h260-n-k-no/,"산51 Sindang-dong, Jung-gu, Seoul, South Korea",Outdoors Nightview Sunrise
LetsRun Park Seoul,3.9,Large venue for live horse racing,37.4473604,127.0156347,https://lh3.googleusercontent.com/-7d76se_jRW8/XAUZyt6wMzI/AAAAAAAAgnE/VoV920qD_HgxaYg54-BiXZWI85CKpmFrQCLIBGAYYCw/w464-h260-n-k-no/,"107 Gyeongmagongwon-daero, Gwacheon-dong, Gwacheon-si, Gyeonggi-do, South Korea",Outdoors Kind-friendly
Bucheon Central Park,4.4,Park,37.5001419,126.7653702,https://lh6.googleusercontent.com/-VqqFJK8ekPE/Xa5M68HNl4I/AAAAAAAAAUw/BjDkGmXbJ5I-aYhGY8lKvKn4m28rO2TUwCLIBGAYYCw/w464-h260-n-k-no/,"162 Sohyang-ro, Jung-dong, Wonmi-gu, Bucheon-si, Gyeonggi-do, South Korea",Outdoors
Sebitseom,4.1,Park,37.5116807,126.9947194,https://t3.gstatic.com/images?q=tbn:ANd9GcQ_7Yel31v8Fpg8nDh9YZFendVm3-_P6iITrGKU8VNIzNWEIFkfqLBsiYrUtIdtdJVn6XjbGCU4X694xA,"Seoul, Banpo 2(i)-dong, 세빛둥둥섬",Outdoors Kind-friendly
Seosomun Park,4.5,Park,37.5606422,126.9690479,https://lh6.googleusercontent.com/-77NJT1QYW3k/XdFEZR2RcwI/AAAAAAABpvI/w5gcXFvyCoQWnrctvD5sqr__IsadEipDwCLIBGAYYCw/w464-h260-n-k-no/,"5 Chilpae-ro, Jungnim-dong, Jung-gu, Seoul, South Korea",Outdoors
One Mount (Snow Park & Water Park),3.9,Water park and park,37.6643452,126.7545858,https://lh5.googleusercontent.com/-_AqT4MHz-CE/WOg8V0eQTkI/AAAAAAAAFr0/MrlXyInzGYQsX2h4Ym-tAz8VsKfHJcQmwCLIB/w464-h260-n-k-no/,"1050-64 Daehwa-dong, Ilsanseo-gu, Goyang-si, Gyeonggi-do, South Korea",Outdoors
Gyeonghuigung,4.3,Historic palace with an adjacent museum,37.5712378,126.9681688,https://lh6.googleusercontent.com/proxy/wH77kcSY0cwj1uPlEPrjR1GdXZb7dkek9x5SB9hkaxD7_HgkByO5E-CDGa39_MrPiez6kwy1t0aUgaZsiDdnq6VPLeSI65FJcXlJfScMetaSNIWhxsxK0E5JSqusqs6Yzi32UQ28sAGPhEnFAyhf8ScMahw=w464-h260-n-k-no,"45 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",History Art&Culture Kind-friendly
Gwanghwamun,4.5,Imposing gate at Gyeongbokgung Palace,37.57593689999999,126.9768157,https://lh3.googleusercontent.com/proxy/DCWfMc_cDWmENgQkrYGcpc1UDa7keloBT6L_VFgmWyzBoZLDOF51iNR3I-MdsmD3utMvHJaP9Y1nLGdqd454wRrxk02mJqWTbdCSQl5fVD2jZYVYQPtQ039hP42F8d3OpIZfNEIgWtIA8_mCS3iBW1eYk2YmMfLZeq32hkz8_VQb=w464-h260-n-k-no,"161 Sajik-ro, Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture Kind-friendly
Myeongdong Cathedral,4.6,"Gothic-style, 19th-century cathedral",37.563177,126.9873604,https://lh3.googleusercontent.com/proxy/NeiiJOZVPoIZebN59Vb0CHrbnc9j-lFhlOW10wtPVyCMw5yxGE9nqvjuf4NpcPHlDaL7WVEfX1edoUx5Fza3U24BUxKOeVoZ16E1Ts91IpEZGAsWQN-Z66UJw3duT56A7aAFsRqrve-eS-Izn063tQGZAnQ=w464-h260-n-k-no,"74 Myeongdong-gil, Jeodong 1(il)-ga, Jung-gu, Seoul, South Korea",History Art&Culture
Unhyeongung,4.3,Royal & political palace residence,37.576034,126.987052,https://lh4.googleusercontent.com/proxy/jrG3OUsT4M0MN6hKsC44i4Ez1RKwkJYLhA1oH9ay8dCBztN8F06xRqLmPiR9_IAPxy5Q31HDA8CfR7SdogJPLy6G9TChPtMgbgXGYEvaBijaCxQJdz6Khd_CECseOeO5DW0RgHChU6EGZBWwWVbf7fcWmSwuf63MsI3ia2QkyHxn=w464-h260-n-k-no,"464 Samil-daero, Unni-dong, Jongno-gu, Seoul, South Korea",History Art&Culture Kind-friendly
Blue House,3.5,Official presidential office & residence,37.5866076,126.974811,https://t2.gstatic.com/images?q=tbn:ANd9GcQOOr-IPHIK3tgSam208bQT8XG6zSx4e87Y6ravHf-ihtoMadIR8ZsOcMHMf5RiVnrlO0rwtzZlC2_E_Q,"1 Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
Geunjeongjeon,4.7,Palace and architecture,37.5785225,126.9769845,https://t0.gstatic.com/images?q=tbn:ANd9GcRKPpWlB9ptZki0hhVQD0W_gR94nW7nRcElryM1c_IO20XaD7EDR9hV8Hv_KqmXAXkyYFE5mzbvNq_kbA,"37 Samcheong-ro, Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
Gyeonghoeru Pavilion (경회루),4.7,Palace and architecture,37.5797205,126.9759146,https://t3.gstatic.com/images?q=tbn:ANd9GcROVKqlBeCKqpeWM6439AaTfebHr--5oEP1gQuFYbLTt0E_OnkaONnDUH1wxkrUaw-rtPzGjAbr7irtQQ,"161 Sajik-ro, Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
War Memorial of Korea,4.6,"War exhibitions, vehicles & monuments",37.5366059,126.9771397,https://lh3.googleusercontent.com/proxy/ewA0HLuXictU8KUepG7UdnE5ufEWU3IMICkmZhaaMUGQ3wKKNKGrOYLyjubr-zt6DaOIdyUKa2hUQ2f9fXWQL4Ns6bD8YBSfhpNoCcW0LiszE2m0k42HXOuWHqe6YClYtYhdM6pBynDCha5q4xxOFwFcKKU=w464-h260-n-k-no,"29 Itaewon-ro, Namyeong-dong, Yongsan-gu, Seoul, South Korea",History Kind-friendly SeoulFutureHeritage
National Palace Museum of Korea,4.5,Collection of Joseon Dynasty artifacts,37.5765793,126.9750965,https://t1.gstatic.com/images?q=tbn:ANd9GcTbuz62jKmaplhV7ukh1EGxSO-qEh4KeIGr1OyXsIoA02RJxj_sKL0px35jEH7Gbbn9G0KqbS2tOt9QVA,"12 Hyoja-ro, Cheongun-dong, Jongno-gu, Seoul, South Korea",History Art&Culture Kind-friendly
Injeongjeon,4.7,Palace,37.5794592,126.9910284,https://t0.gstatic.com/images?q=tbn:ANd9GcRgNSE9kYHv0IoN31X0gwHv2Az6nJpT5AyUyT_qOVoCHDfaJ1q3gxEuLw0sVyhdzI7tJ9pcYtpf1sMVDQ,"99 Yulgok-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",History Art&Culture
Hyangwonjeong,4.5,Palace and autumn leaf color,37.58233,126.9770149,https://t3.gstatic.com/images?q=tbn:ANd9GcQuYWCjCnPuRTtZaxBSm4HgF6nAER8WDqz30sr0Ib4cbpDlGWn5NmJNsCzYfm7wq5AN0Sr_DEohF3keww,"161 Sajik-ro, Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
Changdeokgung Palace and Huwon,4.6,Historic palace with a large garden,37.5793982,126.9910617,https://lh6.googleusercontent.com/proxy/FVHeDWIDMXLB7k0_1Jtw4JiBcjd14iwKsTVkzeYZD_FmvY7JsfhHvAlWxFJmdDKAIZmOKJpdj8pr9NiT_iJuNDbBlt3Za6rhaDeDyZs1IYNb_kh0MZOeuMBQcv4_sJjT88041AaDTTblj1bttB3Kfma3dZSIIw=w464-h260-n-k-no,"99 Yulgok-ro, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",History Art&Culture Nightview
Nagseonjae,4.6,Palace,37.4560549,127.2060135,https://lh3.googleusercontent.com/-6Vj9ItoRRH0/XaQJicHXboI/AAAAAAAA9og/ZXbnFWbCRRs2YwDYSvdWpXwXHnO0P33nACLIBGAYYCw/w464-h260-n-k-no/,"194-1 Buldang-ri, Jungbu-myeon, Gwangju-si, Gyeonggi-do, South Korea",History Art&Culture
Namsangol Hanok Village,4.2,Tours of houses built in Joseon Dynasty,37.559315,126.994477,https://t3.gstatic.com/images?q=tbn:ANd9GcR_sxd_dsEDOtyLxBLfQb7szgDPJ6OoeKCOzlRRr7wFiybmHeejOxVyq4yLUC5tQtCfWgDdlQ-ShzJ-Tw,"28 Toegye-ro 34-gil, Pil-dong, Jung-gu, Seoul, South Korea",History Art&Culture Kind-friendly Nightview SeoulFutureHeritage
Donhwamun,4.5,Palace and architecture,37.5778392,126.9899125,https://t3.gstatic.com/images?q=tbn:ANd9GcTT1SfPJVcqrcmIz3RCDLMpNgy6jYLCTMYHJnlbD8t5tnYh7TOJGmaHHP58jfTN_h0zTpFpve5VFq4SgA,"Waryong-dong, Jongno-gu, Seoul, South Korea",History Art&Culture
Hanboknam Gyeongbokgung Hanbok Rental,4.7,Palace,37.57619680000001,126.9732928,https://lh3.googleusercontent.com/-nvhDLXFkusI/WQBb7YMeozI/AAAAAAAAAUA/qEMCYLMdBg8vucVyDYO-00_yvnHPGnALgCLIBGAYYCw/w464-h260-n-k-no/,"133-5 Sajik-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",History Art&Culture Nightview
Wongudan,4.0,Picturesque shrine & ritual site,37.5650657,126.9796883,https://t1.gstatic.com/images?q=tbn:ANd9GcTqNTrQc5oTrmmWfBXSkxwCIzNODuZv7IVZ1i_rppNS6_P1-w6ziWF2TAFuSp0brqkS-ol7ZWBrorwsDQ,"112 Sogong-ro, Euljiro 1(il)-ga, Jung-gu, Seoul, South Korea",History
Bukhansanseong,4.4,Time-tested fortress completed in 1711,37.6469557,126.9732418,https://lh6.googleusercontent.com/-aEQHp-MF2Bw/XZ2fCyknwbI/AAAAAAAAA2U/XXnc2Tfd2MAIkZV6Mny05M8xFaqMtaTowCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Gyeonggi-do, Goyang-si, Deokyang-gu, 북한동 산1-1",History Art&Culture Kind-friendly Nightview
Pungnaptoseong,3.8,"Archaeological site, history, and historic site",37.539055,127.121723,https://lh5.googleusercontent.com/-5Of5wvFiLvs/WXfsrWB0eLI/AAAAAAADihE/PAXGGsmrHSE_9wBroF8Wa8uC1Bnmi5lSACLIBGAYYCw/w464-h260-n-k-no/,"Pungnap 1(il)-dong, Seoul, South Korea",History
Sajeongjeon,4.6,Palace,37.5790885,126.977044,https://t1.gstatic.com/images?q=tbn:ANd9GcQ4ivtkMUBrAJ4T9IJZe7X4R5SDxOe4CQ8qv-OVEaQcUPdNjHWvbjz4ioD_Lw67kOLFFHsFEaYVykeaDg,"1-56 Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
Heungnyemun Gate,4.5,Palace,37.5768542,126.9768589,https://t2.gstatic.com/images?q=tbn:ANd9GcQt6e_jvMZzQAsxflwTDcTOL7lqPSLTCXQUlt0Ivtvz1FSvUfWEB6Tnpi1Ock9WrqIhpLWxviiY0Og0sw,"Sejongno, Jongno-gu, Seoul, South Korea",History Art&Culture
Jagyeongjeon Chamber,4.3,Palace,37.580283,126.9780818,https://t1.gstatic.com/images?q=tbn:ANd9GcQd0ICvqHtA3qhXzxbEt3AN6KGvGiv07JuVsOQLN0Ab0FWrN29qXyFLNiNxXq0FA_btSVYd9HFa9emigg,"Cheongun-dong, Jongno-gu, Seoul, South Korea",History Art&Culture
Seoul Anglican Cathedral,4.6,Cathedral and architecture,37.5671299,126.9760517,https://lh5.googleusercontent.com/-xgYwSe_EQqE/XTuss-WgSxI/AAAAAAABPvc/TTyIwDVkOUM-vxL_3ZeAocoY7wDabBQNgCLIBGAYYCw/w464-h260-n-k-no/,"15 Sejong-daero 21-gil, Jeong-dong, Jung-gu, Seoul, South Korea",History Art&Culture
Donggureung,4.3,"Tomb, historic site, history, and monument",37.6201143,127.1279811,https://lh5.googleusercontent.com/-PkT8nB5PSik/XB71iUWfq8I/AAAAAAAAbTQ/brQYn21iKV8dTVSo9AlIKzqN_6RFAdCcQCLIBGAYYCw/w464-h260-n-k-no/,"197 Donggureung-ro, Inchang-dong, Guri-si, Gyeonggi-do, South Korea",History
Jongmyo Shrine,4.4,Shrine to Joseon dynasty kings & queens,37.574583,126.994143,https://lh4.googleusercontent.com/proxy/kX1VVMi8PpGFxujYwzoSjFUSp_UJTW2GbnEdku0vIxcqdfahEEQxgYnUg_r0nTrmKvaN0emBE7Cpe4FoFSb5PooltocKdVlWHBovJU_YpKQYhdfBqHiN2jRdcQUAgpf5qBsJPvr2wgFA1N3a2X8J1Tar9g0=w464-h260-n-k-no,"157 Jong-ro, Hunjeong-dong, Jongno-gu, Seoul, South Korea",History Art&Culture
Daehanmun,4.4,Palace,37.5650292,126.9765362,https://lh5.googleusercontent.com/-Db9bx7KzWhw/WKg-GR_yX0I/AAAAAAAAD4A/geE4lGVc-FIOwM7_cvTyEcrIfiGq9SPYwCLIBGAYYCw/w464-h260-n-k-no/,"99 Sejong-daero, Taepyeongno 2(i)-ga, Jung-gu, Seoul, South Korea",History Art&Culture Nightview
Huijeongdang,3.5,Palace and history,37.5797098,126.9922914,https://t0.gstatic.com/images?q=tbn:ANd9GcRjR4g7r15F7_ARMwI8zSl0iGXk37D_I1t6ZJKziX2QFbjQmZieQANoxLnwIVsCadDL7yRu6Q_bnlpobg,"Jongno 1(il)-ga, Jongno-gu, Seoul, South Korea",History Art&Culture
Sajikdan,4.1,Historic site,37.5756092,126.9676291,https://lh4.googleusercontent.com/-DIjI48cvHTU/Wafo3bV_3eI/AAAAAAAAWLU/ovzVoIsMOBMIUk7huyX1FDMsyxmGBSP5wCLIBGAYYCw/w464-h260-n-k-no/,"1-28 Sajik-dong, Jongno-gu, Seoul, South Korea",History
Daejojeon,4.3,"Palace, historic site, and architecture",37.5801564,126.9923695,https://t2.gstatic.com/images?q=tbn:ANd9GcRKuwYnQlEc7zKg4l3gNfv20XnmC9gnF6ZT3ZRiQ7LrXtuvmDISluKNPH5wR-F5_GmEdXYRkvvOazKzKw,"99 Yulgok-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",History
Achasanseong,4.3,"Archaeological site, castle, history, and historic site",37.5544541,127.1029397,https://lh3.googleusercontent.com/-D0XRWDp_iTU/WizZlqhZ-QI/AAAAAAAALus/vmmAv96q6IUcJNNsPXncAqqrt0uJSQ3tACLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Gwangjin-gu, Walkerhill-ro, 117",History
