지명,평점,상세설명,mapy,mapx,이미지링크,주소,카테고리
Bank of Korea Money Museum,4.4,Money museum in former bank building,37.5620577,126.9805633,https://lh3.googleusercontent.com/-6WioJOh4iv0/WVBXJrA-QgI/AAAAAAADO6A/37jGHmWE_5sfPX0BeiTWbahhYwzpTbyuACLIBGAYYCw/w464-h260-n-k-no/,"39 Namdaemunno 5(o)-ga, Jung-gu, Seoul, South Korea",Museums
Cheonggyecheon Museum,4.2,Museum for Cheonggyecheon Stream,37.5712861,127.0350222,https://lh5.googleusercontent.com/-JJRrfXKa6uc/XZwYlEZ_zxI/AAAAAAAAWdI/8UjbJxwadZMmZckmXPY83eYl_ES0PVVqQCLIBGAYYCw/w464-h260-n-k-no/,"530 Cheonggyecheon-ro, Majang-dong, Seongdong-gu, Seoul, South Korea",Museums SeoulFutureHeritage
Seodaemun Prison History Hall,4.6,Prison history museum in 1908 jail,37.574271,126.956071,https://t0.gstatic.com/images?q=tbn:ANd9GcR7l5a_N9_pDrIbtgq5pE5kxgetE6rg7k1HMrJHjjydZNGfBWjIrfqQqxJ6ZMRqWjMFKT83lpQPrRKmXw,"251 Tongil-ro, Hyeonjeo-dong, Seodaemun-gu, Seoul, South Korea",Museums
Seoul City Wall Museum,4.2,Museum,37.5728449,127.0084993,https://lh6.googleusercontent.com/-uhq_FScevFc/XbPUiNbO78I/AAAAAAAATLY/je9JRJfKMtwgF5NG20jRYCeIVnBfJJKAACLIBGAYYCw/w464-h260-n-k-no/,"283 Yulgok-ro, Jongno 5(o).6(yuk)ga-dong, Jongno-gu, Seoul, South Korea",Museums SeoulFutureHeritage
Donuimun Museum Village,4.3,Museum,37.5687866,126.968511,https://lh5.googleusercontent.com/-ZfAzLzii-hg/XN0k5cnejwI/AAAAAAAAjN4/6tp0Axn_jI0XnUPRWW5D0NNtBVWAv_PyACLIBGAYYCw/w464-h260-n-k-no/,"14-3 Songwol-gil, Sinmunno 2(i)-ga, Jongno-gu, Seoul, South Korea",Museums
Horim Museum,4.1,"Museum, art, and art museum",37.5226523,127.0362151,https://lh5.googleusercontent.com/-0s-Bs68c_k8/WkzzytErJeI/AAAAAAABz-I/8ZsHK57JwwkJF79X-stkc92LQka-uyEGQCLIBGAYYCw/w464-h260-n-k-no/,"651-24 Sinsa-dong, Gangnam-gu, Seoul, South Korea",Museums
The Museum of Agriculture,4.1,Museum,37.5667013,126.9682205,https://lh4.googleusercontent.com/-uB81bROPIKg/XY9vh2ZybMI/AAAAAAAALh4/w8eY19cx0aMq6DHBUtZjYIKZqSKHjQatQCLIBGAYYCw/w464-h260-n-k-no/,"75-1 Chungjeongno 1(il)-ga, Jung-gu, Seoul, South Korea",Museums
Lock Museum,2.0,Museum,37.5798597,127.0045505,https://lh6.googleusercontent.com/-3eDrd4aw-1Y/WPBgjpeNVtI/AAAAAAAAMe0/v7LMiU2Yn6QXhrbFNEoCOL4XfFhCoCrfgCLIBGAYYCw/w464-h260-n-k-no/,"187-4 Dongsung-dong, Jongno-gu, Seoul, South Korea",Museums
Heojun Museum,4.1,Museum,37.567845,126.850956,https://lh3.googleusercontent.com/-keOhZp08JBA/W4gbG8AdjAI/AAAAAAAAaWw/14C1FbtMzKAgqP2xIjirVKYLdNsSWb-XACLIBGAYYCw/w464-h260-n-k-no/,"87 Heojun-ro, Gayang-dong, Gangseo-gu, Seoul, South Korea",Museums
Figure Museum,4.2,Modern museum of action figures & toys,37.5257613,127.0403736,https://lh4.googleusercontent.com/-49NqJ5pfI0E/Wu6a_wKME-I/AAAAAAAA13A/xpGe7WNA_uMMjONlka-psovOIA20mSyWACLIBGAYYCw/w464-h260-n-k-no/,"3 Seolleung-ro 158-gil, Cheongdam-dong, Gangnam-gu, Seoul, South Korea",Museums
National Museum of Korea,4.6,Modern home of Korea's cultural exhibits,37.5238506,126.9804702,https://lh4.googleusercontent.com/proxy/pploy4MV0US6VQQTz_pCa3YOH9JB2qkTvcmntFHsqEE-mZVBGZQvDWreOZCPWaG2IWS87G9PMTzgSlzBqud3mh7ZkQnpfP-7FFUYGRdaPIybxjUjwSqWrD3BqZoW91rIIudUloFiQkp1p2dIrgPeYRF7ySDkN08wgejLA63y3eoe=w464-h260-n-k-no,"137 Seobinggo-ro, Seobinggo-dong, Yongsan-gu, 서울특별시 South Korea",Museums Art&Culture Kind-friendly
Tteok Museum,3.8,Museum of Korean food & rice cakes,37.5748578,126.990624,https://lh3.googleusercontent.com/-eoAOoCtBR5Y/WuagndLC45I/AAAAAAAAAO0/YVMOhBe3o5YaobZ5g7lsqk9MgLZJRP7DQCLIBGAYYCw/w464-h260-n-k-no/,"71 Donhwamun-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",Museums
Han Sang Soo Embroidery Museum,3.9,Museum,37.5937657,127.000837,https://lh4.googleusercontent.com/-2J3QtzdGUaY/W4uxJy2a-HI/AAAAAAAL_8U/vKItKiQ2jlISpw8udbo_3Qfo12gZs_8rgCLIBGAYYCw/w464-h260-n-k-no/,"4-10 Seongbuk-ro 16-gil, Seongbuk-dong, Seongbuk-gu, Seoul, South Korea",Museums Nightview
Seoul Yangnyeongsi Herb Medicine Museum,4.2,Museum,37.5802298,127.0371534,https://lh5.googleusercontent.com/-X9Bd17ZPSns/W0wvhxP7xmI/AAAAAAAArp8/lsGyLRvQYyciaT6LnGrm400Q9Cc1jcy5wCLIBGAYYCw/w464-h260-n-k-no/,"26 Yangnyeongjungang-ro, Jegi-dong, Dongdaemun-gu, Seoul, South Korea",Museums
The Korean National Police Heritage Museum,4.1,Museum,37.5689839,126.9696528,https://lh6.googleusercontent.com/-D4SNw6FyO3k/V1z3fWegShI/AAAAAAABWQU/FgKjcQHhgQ07XE-YvAs_wGu69GVcp5GDgCJkC/w464-h260-n-k-no/,"41 Saemunan-ro, Sajik-dong, Jongno-gu, Seoul, South Korea",Museums
Baek in-Je House,4.5,"Museum, concert, and architecture",37.580642,126.9840665,https://lh6.googleusercontent.com/-Fj3zIiYW7JI/XdgYhhr-HMI/AAAAAAAAPRk/Yt73CdJo1-s-eZDyrqSvTS5utPSI4C0aQCLIBGAYYCw/w464-h260-n-k-no/,"16 Bukchon-ro 7-gil, Gahoe-dong, Jongno-gu, Seoul, South Korea",Museums
Seogpajeong,4.4,"Art museum, autumn leaf color, and art",37.5949557,126.9624573,https://lh6.googleusercontent.com/-XututFv_Qbo/XX5E5N_qsQI/AAAAAAAAbDQ/gWBPoDkYN6w9WWAi_KHm5oPZhiBU49pFQCLIBGAYYCw/w464-h260-n-k-no/,"Buam-dong, Jongno-gu, Seoul, South Korea",Museums Art&Culture
서울특별시 수도박물관,4.1,Museum,37.5384697,127.042815,https://lh6.googleusercontent.com/-ZCH4n5zT7Yw/W8sTNHufM4I/AAAAAAAAAk8/WuP7w_lOSFMAVdc89K77L_ITAY38VrXJwCLIBGAYYCw/w464-h260-n-k-no/,"27 Wangsimni-ro, Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, South Korea",Museums
War and Women’s Human Rights Museum,4.7,Museum and history,37.5600537,126.9148471,https://lh6.googleusercontent.com/-RAuaLkp7qHc/XVpJSlw__FI/AAAAAAAAGC8/AOqxSq-qrdUOpjO1S_LFFLWtSqa-Q69FACLIBGAYYCw/w464-h260-n-k-no/,"20 World cup buk-ro 11-gil, Seongsan 1(il)-dong, Mapo-gu, Seoul, South Korea",Museums
Owl Museum,3.8,Museum,37.587032,126.982913,https://lh3.googleusercontent.com/-DIkCkYaXTVg/XQ8j6H_NJ0I/AAAAAAAADtU/mEczjhWukdEC2F0rx4zKpNhtnmaY2eTXwCLIBGAYYCw/w464-h260-n-k-no/,"27-21 Samcheong-dong, Jongno-gu, Seoul, South Korea",Museums
The Children’s Museum of the National Folk Museum of Korea,4.3,Museum and children's museum,37.5816996,126.978969,https://lh5.googleusercontent.com/-cq7jCKzZRqY/XZsj2LAn9hI/AAAAAAAATyw/bJlR8y4uC1gFBVQ3OHqkOybpBEIL6cyKwCLIBGAYYCw/w464-h260-n-k-no/,"1-1 Sejongno, Jongno-gu, Seoul, South Korea",Museums
Museum of Korean Buddhist Art,4.5,"Museum, buddhism, and art",37.5808388,126.9889125,//www.google.com/maps/vt/data=6-WWpPQzmvCSOa40UBGssbGAhmnsS33Amt950_AIE_bgMRLbaBwEFdgE9laJwjQkVbG0HaES_7NBQ0qMfsjj1-ARDTJhrvXMLA,"108-4 Wonseo-dong, Jongno-gu, Seoul, South Korea",Museums
Bukchon Museum Old Fragrance,4.0,Museum,37.5844494,126.9829963,https://lh4.googleusercontent.com/-KZ2JXNMq9cE/Xe0vANY-0II/AAAAAAAASzg/8by8cbLbvcYc36kjvzq80Zu-fewPFxX2ACLIBGAYYCw/w464-h260-n-k-no/,"21 Samcheong-ro 4-gil, Samcheong-dong, Jongno-gu, Seoul, South Korea",Museums
ARA Modern Art Museum,4.2,"Museum, art, and art museum",37.573411,126.9836125,https://lh6.googleusercontent.com/-don0rdaxFBM/WI17-f8mpII/AAAAAAAAze0/VNAcUflOHU8rK2oBdGLKTKxJ6J-YsasXgCLIBGAYYCw/w464-h260-n-k-no/,"26 Insadong 9-gil, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",Museums
청암민속박물관,3.6,Museum,37.722654,126.9468015,https://lh6.googleusercontent.com/-WNYvxMaHxl0/WuZ9tZW9LJI/AAAAAAAAABg/I2K6wCq62Cs9bPuwaHLzhfh6DtQzpw-tgCLIBGAYYCw/w464-h260-n-k-no/,"36-3 Iryeong-ri, Jangheung-myeon, Yangju-si, Gyeonggi-do, South Korea",Museums
World Jewellery Museum,3.6,Museum,37.5809498,126.9818021,https://lh5.googleusercontent.com/-S3tjbA4dRvE/XOo-_k-kpjI/AAAAAAAABEY/biSNgKpLm7Yo3aHHws3E849LW8FEtZdPQCLIBGAYYCw/w464-h260-n-k-no/,"75-3 Hwa-dong, Jongno-gu, Seoul, South Korea",Museums
63 Seaworld,4.1,Aquarium,37.5194543,126.9398401,https://lh3.googleusercontent.com/-WZcCyYR_cZo/Xdacff5XixI/AAAAAAADxx4/Yoe6VK2g1Aga4y-Qqpk9u_b8RTOJA2zagCLIBGAYYCw/w464-h260-n-k-no/,"50 63-ro, Yeoeuido-dong, Yeongdeungpo-gu, Seoul, South Korea",Museums Kind-friendly
Paper Art Museum,3.4,"Museum, art, and art museum",37.5596195,127.0061614,https://lh6.googleusercontent.com/-V0cDaHt7Nbo/XAYQkKLDsTI/AAAAAAAAYg4/YmNzQhitdmo8IX8rYJ_vlTYmoo76dmkPwCLIBGAYYCw/w464-h260-n-k-no/,"166 Jangchungdan-ro, Jangchung-dong, Jung-gu, Seoul, South Korea",Museums
둘리뮤지엄,4.1,Museum,37.6522548,127.0276957,https://lh4.googleusercontent.com/-1094DhmhfkU/XY8HU4r00qI/AAAAAAABFyA/CdzalODmyUUy3mt-GlzmGpXa2i9A-b53gCLIBGAYYCw/w464-h260-n-k-no/,"6 Sirubong-ro 1-gil, Ssangmun-dong, Dobong-gu, Seoul, South Korea",Museums
The National Folk Museum of Korea,4.5,Museum for Korean customs & culture,37.5816456,126.9789948,https://lh3.googleusercontent.com/proxy/QH99Zu0g6H0i5WPii17sOlMCHfpTw4OwH3_rJJ3vpOrL1-NsYvZ9N66TSlVMbYXKDEJkx9zOJOKKzpLDDpKpwiiLcgzqHNOkL_ZZjnWnm9mUPRdwY4cJOu41GngT7c8jY3hkszrdMq3T_q2VIuS0LMVl6L4=w464-h260-n-k-no,"37 Samcheong-ro, Sejongno, Jongno-gu, Seoul, South Korea",Museums Art&Culture Kind-friendly
한국영화박물관,4.2,Museum,37.5803928,126.8899596,https://lh4.googleusercontent.com/-sOHeGajr_oQ/WWmcOT8rTQI/AAAAAAAASV0/aBc0KjPAvKU-pl51pDDmdPZlqjWbYD9oQCLIBGAYYCw/w464-h260-n-k-no/,"400 World cup buk-ro, Sangam-dong, Mapo-gu, Seoul, South Korea",Museums
Presseum,3.9,"Museum, history, and art",37.5698318,126.9776433,https://lh5.googleusercontent.com/-SzEJaBhYcOk/XZnrNYYqxJI/AAAAAAABY6A/jcmxK7jn88M-Xrl57ws6U8t8qVdY8MgjwCLIBGAYYCw/w464-h260-n-k-no/,"152 Sejong-daero, Jongno 1(il).2(i).3(sam).4(sa), Jongno-gu, Seoul, South Korea",Museums
Bucheon Bow Museum,3.8,Museum,37.500873,126.7973779,https://lh5.googleusercontent.com/-rpl_m_DWNXU/W_eM7H1uT4I/AAAAAAAB_e4/A32xikWnWU4vL57PqoV5vXqoeLQ2AwYYwCLIBGAYYCw/w464-h260-n-k-no/,"8 Chunui-dong, Wonmi-gu, Bucheon-si, Gyeonggi-do, South Korea",Museums
배재학당역사박물관,4.2,Museum and history,37.56397949999999,126.972609,https://lh3.googleusercontent.com/-LogmVSXrRTI/XcE-3OmaUFI/AAAAAAACfoM/hSVlyIZ1N18i8ZaZ5SXlmpd3HGw6yOjFgCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, 서울특별시 중구 서소문로11길 19 (정동) 배재정동빌딩 동관",Museums
Bukchon Asian Cultural Art Museum,4.3,"Museum, art, and art museum",37.5838383,126.9835518,https://lh5.googleusercontent.com/-hkOaLXlzBSA/WbA_wQCaG6I/AAAAAAAASGY/n3tfA9R3XjI6OFlvlE7J6eOcmohpZzuJgCLIBGAYYCw/w464-h260-n-k-no/,"76 Bukchon-ro 11-gil, Samcheong-dong, Jongno-gu, Seoul, South Korea",Museums
Korean Manhwa Museum,4.1,Museum,37.508369,126.7416,https://lh5.googleusercontent.com/--bzmc3Yi4Co/Xa7IyVN4myI/AAAAAAACBf4/HfbkeGfvqj0ZO3Hg3jFGty58adaneyKNACLIBGAYYCw/w464-h260-n-k-no/,"Sang-dong, Bucheon, South Korea",Museums
Kim Koo Museum,4.3,Museum,37.5442482,126.9591773,https://lh3.googleusercontent.com/-RZpgNw3uoBA/XaaX8vzc-YI/AAAAAAAAAIA/mhIr3Ckmhk0j1-ofRpWdhx3mJqdVjiGkACLIBGAYYCw/w464-h260-n-k-no/,"26 Imjeong-ro, Hyochang-dong, Yongsan-gu, Seoul, South Korea",Museums
프라움 악기박물관,3.9,Museum,37.5684972,127.2269583,https://lh3.googleusercontent.com/-W3f155y8O_M/XGu-v58xpOI/AAAAAAAAGoI/SVBjpu1k03oT6abPtb1D2m2S88A-NQq2QCLIBGAYYCw/w464-h260-n-k-no/,"504-13 Dogok-ri, Wabu-eup, Namyangju-si, Gyeonggi-do, South Korea",Museums
Museum of Gugak,5.0,Museum and music,37.4777592,127.0083043,https://lh6.googleusercontent.com/-6jW0ZrUWT-0/XahKuhPFvnI/AAAAAAAAMQs/xC7-iLTLJK8XtKPSUpVWlKpP07bYfcBpACLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Seocho-gu, Seocho-dong, Nambusunhwan-ro, 2364 국립국악원",Museums
Hwajeong Museum,4.2,"Museum, buddhism, art, and art museum",37.6045564,126.9659639,https://lh5.googleusercontent.com/-Ha1X6om4vAE/WkjPHG-g6aI/AAAAAAAAMTs/u_BRAdTrVcE-mWjc_Gpb1_Rwcz1LjewsgCLIBGAYYCw/w464-h260-n-k-no/,"3 Pyeongchang 8-gil, Pyeongchang-dong, Jongno-gu, Seoul, South Korea",Museums
Culture Station Seoul 284,4.4,Art museum and art,37.5558351,126.971732,https://t1.gstatic.com/images?q=tbn:ANd9GcQtjdAiN_wGuh70RQISmJk7miGeYtZHVYGb4e4fFhfZNqsYajHtiHv6QNCBS7NKj6Vi2ehjHazukmVhQQ,"1 Tongil-ro, Bongnaedong 2(i)-ga, Jung-gu, Seoul, South Korea",Museums Art&Culture
Seoul National University Museum,3.9,"Museum, art, and history",37.4663799,126.949614,https://lh6.googleusercontent.com/-jfugjrvJYcI/XFAXsWVBhqI/AAAAAAAAEdQ/_s7bP-V90g0-dN9alC2TGGezgxmiAISDACLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Sillim-dong, 서울대학교 미술관",Museums
Lotte World Aquarium,4.2,"Beluga whale, aquarium, and shopping",37.5134998,127.1050225,https://lh6.googleusercontent.com/-zA5KdAXU3Pg/XU-3VDgSNGI/AAAAAAAAgo0/eerhhlAzwcEOmz9PFbL569qkZWEMJ4WRwCLIBGAYYCw/w464-h260-n-k-no/,"Jamsil 6(yuk)-dong, Songpa-gu Seoul South Korea",Museums
Korea Museum of Modern Costume,3.8,Museum,37.57542309999999,127.0054944,//www.google.com/maps/vt/data=4ev1JjJbNXm9_31bdRX1KGBXwxbYC_P35iPyedPz80BFERUIa61dWHTaN3QJ-HUIjFdAGle4M5odFFd_lR_yIYGRXltkBPctCw,"55-1 Chungsin-dong, Jongno-gu, Seoul, South Korea",Museums
ソウル建築博物館 Donuimun Museum Village,4.3,Museum,37.5689364,126.969003,https://lh3.googleusercontent.com/-Yu5KYss-eTY/XRhTRvrQrFI/AAAAAAAABHc/wIkOmTRWkKgObVBRWBWzKh9prRJAkiTgQCLIBGAYYCw/w464-h260-n-k-no/,"-ga, 32-1 Sinmunno 2(i)-ga, Jongno-gu, Seoul, South Korea",Museums
유럽자기박물관,3.6,Museum,37.502095,126.7982944,https://lh3.googleusercontent.com/-8WLCqqV-Srs/WYaPTsrbPGI/AAAAAAAAAjw/pj_Li2QhE90lqwBRQtVoXOlgMPiPAK-xQCLIBGAYYCw/w464-h260-n-k-no/,"8 Chunui-dong, Wonmi-gu, Bucheon-si, Gyeonggi-do, South Korea",Museums
Rice Museum,4.0,Museum,37.5748578,126.990624,https://lh3.googleusercontent.com/-JKz8TMWNEdk/V72DWIOL0wI/AAAAAAAAQfw/0twm-PAxyxsig60rjWHCt9gyogxp-n9HQCLIB/w464-h260-n-k-no/,"71 Donhwamun-ro, Waryong-dong, Jongno-gu, Seoul, South Korea",Museums
Miho Museum,3.8,Museum,34.914866,136.016165,https://lh3.googleusercontent.com/-OPGyiboIb2s/XbP7b6Ek7KI/AAAAAAAAEd0/35SrkHFUR1wOW3GnAJ-RHolX9yCZkF88wCLIBGAYYCw/w464-h260-n-k-no/,"桃谷-300 Shigarakicho Tashiro, Koka, Shiga 529-1814, Japan",Museums
부천수석박물관,4.2,Museum,37.5015673,126.7990999,https://lh6.googleusercontent.com/-4ftrW-YD3Rw/XA3kYeBPneI/AAAAAAAAA90/40oFSF1WlFY13j9K0mgC3Bqlb_9nXoEoQCLIBGAYYCw/w464-h260-n-k-no/,"8 Chunui-dong, Wonmi-gu, Bucheon-si, Gyeonggi-do, South Korea",Museums
Museum of Korea Straw and Plants Handicraft,3.9,Museum and handicraft,37.584883,126.9999176,https://lh6.googleusercontent.com/-y7EbT2sNV7k/XbP-9e4UVPI/AAAAAAAAFyo/Zrd0tojWQ3UxOVwNp-f44TCnPMZqeMUlQCLIBGAYYCw/w464-h260-n-k-no/,"45 Sungkyunkwan-ro 4-gil, Hyehwa-dong, Jongno-gu, Seoul, South Korea",Museums Nightview
Woori Bank Museum,3.9,Museum,37.5593365,126.9817181,https://lh5.googleusercontent.com/-sOWf39sp93Y/XbQ0wOPMCvI/AAAAAAAADcQ/soV7tvypXUk7hcxXijuuVQ4A_8OwRf6eQCLIBGAYYCw/w464-h260-n-k-no/,"51 Sogong-ro, Hoehyeon-dong, Jung-gu, Seoul, South Korea",Museums
전기박물관,3.8,Museum,37.4856182,127.0280289,https://lh4.googleusercontent.com/-SmQYAvKBmgI/XEKPTS9EfsI/AAAAAAAAHUs/O05R868v1XQbN1MrY0CcMFPwcWVXbCU3ACLIBGAYYCw/w464-h260-n-k-no/,"60 Hyoryeong-ro 72-gil, Seocho-dong, Seocho-gu, Seoul, South Korea",Museums
Shinhan Museum (Korea Museum of Financial History),4.1,Museum and history,37.5685623,126.9763585,https://lh4.googleusercontent.com/-InFkpcmkjGY/XRH3toiKvwI/AAAAAAABodQ/Q3fJi1s2e9EJSFh7yYCJWbufYDtm1seRwCLIBGAYYCw/w464-h260-n-k-no/,"135-5 Sejong-daero, Myeong-dong, Jung-gu, Seoul, South Korea",Museums Nightview
경희대학교 자연사박물관,4.2,Museum,37.5976329,127.0552289,https://lh4.googleusercontent.com/-QdzB9a_Unxw/XZwl6OK6m6I/AAAAAAAAK8A/31cySp1cYA47TjtmTFT-EsB1kYc4lHjRgCLIBGAYYCw/w464-h260-n-k-no/,"26 Kyungheedae-ro, Imun-dong, Dongdaemun-gu, Seoul, South Korea",Museums
부천교육박물관,4.6,Museum,37.502595,126.79835,//www.google.com/maps/vt/data=zTpIBJlj0qItB6Em0EB1WrHM8WkBLcCp-Cy0c8gUnLCndkU18U4VkFgu2YrhHdDfBKTbtRvrwExDwqSOiRjz8oHUq-Q3mPJB8A,"482 Sosa-ro, Chunui-dong, Bucheon-si, Gyeonggi-do, South Korea",Museums
Samseong Museum of Publishing,3.6,Museum,37.6086737,126.9570825,https://lh4.googleusercontent.com/-N0tincvswnQ/XPuMpnIlZHI/AAAAAAAAD98/3y9UrOjEV5s524zuLnNQhAEicj_fnJ6OgCLIBGAYYCw/w464-h260-n-k-no/,"2-2 Bibong-gil, Pyeongchang-dong, Jongno-gu, Seoul, South Korea",Museums
유금와당박물관 YooGeum Museum,4.2,Museum,37.5936628,126.9625094,https://lh4.googleusercontent.com/-fMh-t_jE2h4/XU5ru3Br9iI/AAAAAAAAIGo/HzMwKOuYCZIEgJGq0lAyz7TRbUITow4CwCLIBGAYYCw/w464-h260-n-k-no/,"Buam-dong, Jongno-gu, Seoul, South Korea",Museums
The Abraham Park Kenneth Vine Collection,4.1,Museum,37.4919273,126.8440382,https://lh4.googleusercontent.com/-14JZmX2lwiA/WjjEvs2FbZI/AAAAAAAACdc/htNq-lDBB4I4QblM4A71Cgyh3eM0b9QXACLIBGAYYCw/w464-h260-n-k-no/,"44 Oryu-ro 8ra-gil, Oryu 2(i)-dong, Guro-gu, Seoul, South Korea",Museums
동림매듭박물관,4.0,Museum,37.5817712,126.9855943,https://lh6.googleusercontent.com/-3-q27sAPC3A/WRJpP9_pINI/AAAAAAABDrQ/zAm3IH0IXVEDlrWThXJfyel5kX7pCHfqQCLIB/w464-h260-n-k-no/,"10 Bukchon-ro 12-gil, Gahoe-dong, Jongno-gu, Seoul, South Korea",Museums
증권박물관,4.0,Museum,37.6384464,126.7859684,https://lh5.googleusercontent.com/-QO757Ikitnw/XD8M_Za3uFI/AAAAAAAAzjk/pSbuCKs1938AlC-FKgPRLoVnw3BsNaXPQCLIBGAYYCw/w464-h260-n-k-no/,"358-8 Hosu-ro, Baekseok 2(i)-dong, Ilsandong-gu, Goyang-si, Gyeonggi-do, South Korea",Museums
Gimdaljin Art materials Museum,4.0,Museum,37.6000164,126.9566332,https://lh3.googleusercontent.com/-QJ2_lHAh04Y/VNVG-vZpmJI/AAAAAAAAAAc/oN96XsvAa9os83O1wNFo3CBZLcwLAsVcACJkC/w464-h260-n-k-no/,"South Korea, Seoul, Jongno-gu, 홍지동 44",Museums
애보박물관,4.0,Museum,37.4503753,126.76703,https://lh5.googleusercontent.com/-xtkpG2ToZE4/XWzgSNYOSaI/AAAAAAAAAJk/6wsIvlwwHsQ0b6RqUTwoRhGKZyw99aU5QCLIBGAYYCw/w464-h260-n-k-no/,"71 Manuigol-ro, Unyeon-dong, Namdong-gu, Incheon, South Korea",Museums
창조자연사박물관,2.8,Museum,37.4336481,126.7861309,https://lh5.googleusercontent.com/-EsJ_O3b2HC4/WdaqSkOeHjI/AAAAAAAAJt4/A1ssbrkoVc8g3RXRdUm6d8m5AY6dWA60ACLIBGAYYCw/w464-h260-n-k-no/,"4 Dumun-ro 71beon-gil, Sincheon-dong, Siheung-si, Gyeonggi-do, South Korea",Museums
광고박물관,3.8,Museum,37.5160955,127.0995355,https://lh3.googleusercontent.com/-rX5tAOk6Wb8/XbUF19UX7MI/AAAAAAAAQFU/hiwCo8iR3VM7KednTv9WUezjIdRHwtZiwCLIBGAYYCw/w464-h260-n-k-no/,"South Korea, Seoul, Songpa-gu, Jamsil 6(yuk)-dong, 올림픽로35길 137",Museums
춘원당한방박물관,4.4,Museum,37.5717844,126.9903293,//www.google.com/maps/vt/data=EVzOEKILMdV-bDo0seCQz0G9yAqwGCpqFuomXEnhMSvBeYyU6JCynrH5EWCMbyFFRV-ZWEC_kszZoV7jeXglNboERlSubUesFg,"78 Donui-dong, Jongno-gu, Seoul, South Korea",Museums
Namyangju History Museum,3.6,Museum,37.5463678,127.244399,https://lh4.googleusercontent.com/-OCqD7LBmHAs/VMo2wT_rdHI/AAAAAAAAAAs/vfZGkx4wllgKEOcDnO4mvYwznSJelfa1QCJkC/w464-h260-n-k-no/,"South Korea, Gyeonggi-do, Namyangju-si, 와부읍 팔당로 121",Museums
쉼박물관,4.3,Museum and art,37.5994636,126.9556636,https://lh3.googleusercontent.com/-OYjt_7AC5BA/Wph4pv3WgaI/AAAAAAAA1hg/9pRDaUUkKS4W9dBSnZHgYHoarBVbJiLZQCLIBGAYYCw/w464-h260-n-k-no/,"209-17 Segeomjeong-ro, Hongji-dong, Jongno-gu, Seoul, South Korea",Museums
